0.9022
0.6935
0.7489
0.7996
0.7286
0.7153
0.7369
0.7141
0.8205
0.7499
0.7354
0.8190
0.8389
0.7863
0.6901
0.8265
0.7677
0.5838
0.6525
0.8013
0.8429
0.6602
