0.8374, 0.8528, 0.8548, 0.8448, 0.8506
0.8474, 0.8576, 0.8512, 0.8329, 0.8525
0.8467, 0.8551, 0.8377, 0.8544, 0.8573
0.8406, 0.8599, 0.8625, 0.8609, 0.8622
