,game_id,sc_count
0,576,0
1,3520,0
2,3545,0
3,3680,0
4,3919,0
5,3982,0
6,4306,21
7,4529,10
8,5003,0
9,5063,6
10,5069,33
11,5082,0
12,5089,0
13,5095,0
14,5163,0
15,5179,0
16,5181,0
17,5190,0
18,5279,0
19,5281,0
20,5314,0
21,5327,0
22,5368,14
23,5369,0
24,5370,0
25,5371,21
26,5372,13
27,5373,6
28,5377,11
29,5405,33
30,5407,14
31,5421,0
32,5526,0
33,5531,0
34,5541,0
35,5557,12
36,5569,16
37,5574,12
38,5594,0
39,5644,0
40,5677,28
41,5704,8
42,5746,0
43,5767,0
44,5775,0
45,5797,0
46,5798,7
47,5805,21
48,5856,12
49,5867,1
50,5956,22
51,5971,0
52,6039,0
53,6049,0
54,6073,19
55,6083,0
56,6115,0
57,6217,0
58,6250,0
59,6260,0
60,6280,18
61,6307,0
62,6329,0
63,6417,20
64,6419,0
65,6428,0
66,6498,0
67,6557,0
68,6706,0
69,6788,21
70,6826,23
71,6828,0
72,6836,0
73,6913,26
74,6914,0
75,6915,18
76,6916,50
77,6920,0
78,6995,0
79,7008,0
80,7033,0
81,7034,11
82,7039,0
83,7043,0
84,7072,14
85,7085,0
86,7167,0
87,7168,0
88,7179,0
89,7181,0
90,7188,0
91,7189,0
92,7190,0
93,7207,0
94,7267,0
95,7346,19
96,7352,1
97,7353,12
98,7369,0
99,7385,12
100,7400,18
101,7419,1
102,7431,0
103,7452,0
104,7458,0
105,7479,0
106,7490,24
107,7542,0
108,7566,21
109,7574,20
110,7580,6
111,7589,50
112,7607,9
113,7663,0
114,7665,0
115,7666,14
116,7667,0
117,7692,0
118,7694,0
119,7714,0
120,7715,19
121,7716,0
122,7741,24
123,7745,20
124,7747,0
125,7767,8
126,7770,0
127,7776,0
128,7780,10
129,7786,5
130,7787,0
131,7798,6
132,7804,30
133,7805,0
134,7808,0
135,7811,0
136,7819,0
137,8005,0
138,8060,0
139,8153,0
140,8242,40
141,8266,0
142,8316,0
143,8352,11
144,8377,0
145,8385,0
146,8521,0
147,8522,15
148,8546,0
149,8550,0
150,8574,0
151,8587,0
152,8654,0
153,8673,0
154,8681,0
155,8683,0
156,8684,0
157,8705,0
158,8719,30
159,8726,0
160,8730,0
161,8742,0
162,8748,0
163,8767,0
164,8815,20
165,8895,0
166,8896,0
167,8901,0
168,8964,0
169,8993,0
170,9023,0
171,9168,23
172,9182,0
173,9208,0
174,9211,0
175,9232,0
176,9238,0
177,9254,0
178,9274,0
179,9276,0
180,9281,0
181,9282,0
182,9311,0
183,9345,0
184,9346,0
185,9401,22
186,9402,0
187,9403,0
188,9419,0
189,9464,0
190,9481,0
191,9486,0
192,9540,0
193,9578,0
194,9580,0
195,9613,0
196,9615,0
197,9635,0
198,9646,0
199,9652,0
200,9662,0
201,9670,0
202,9699,3
203,9726,0
204,9734,0
205,9741,20
206,9768,0
207,9950,20
208,9971,0
209,9996,0
210,10020,23
211,10021,0
212,10027,0
213,10076,0
214,10092,0
215,10111,0
216,10124,0
217,10153,18
218,10163,0
219,10183,40
220,10184,0
221,10211,0
222,10298,0
223,10299,27
224,10360,0
225,10374,0
226,10392,28
227,10393,0
228,10416,0
229,10421,0
230,10424,0
231,10425,0
232,10434,0
233,10499,0
234,10500,0
235,10560,0
236,10584,18
237,10595,0
238,10628,25
239,10665,0
240,10700,0
241,10701,0
242,10708,0
243,10742,0
244,10747,30
245,10749,23
246,10751,0
247,10791,0
248,10822,0
249,10832,24
250,10839,0
251,10862,0
252,10863,0
253,10877,0
254,10879,0
255,10880,0
256,10881,0
257,10882,30
258,10893,0
259,10894,28
260,10895,0
261,10908,0
262,10958,0
263,10972,0
264,10978,0
265,11004,24
266,11019,23
267,11021,1
268,11059,0
269,11075,0
270,11106,0
271,11132,0
272,11164,0
273,11175,0
274,11185,0
275,11197,0
276,11205,0
277,11216,13
278,11228,40
279,11234,0
280,11235,3
281,11247,0
282,11251,22
283,11253,10
284,11289,0
285,11290,0
286,11291,9
287,11308,0
288,11358,0
289,11377,0
290,11393,0
291,11430,20
292,11461,30
293,11462,0
294,11464,0
295,11465,0
296,11487,0
297,11488,0
298,11509,6
299,11514,0
300,11564,5
301,11590,0
302,11783,0
303,11808,0
304,11820,0
305,11835,25
306,11852,0
307,11966,0
308,11972,0
309,11999,0
310,12011,0
311,12021,0
312,12025,25
313,12106,0
314,12176,0
315,12193,0
316,12211,47
317,12222,0
318,12232,0
319,12248,0
320,12264,0
321,12312,0
322,12341,0
323,12345,0
324,12415,30
325,12429,0
326,12436,0
327,12451,0
328,12465,3
329,12487,0
330,12511,20
331,12515,0
332,12520,0
333,12541,0
334,12570,0
335,12572,0
336,12607,0
337,12609,0
338,12616,0
339,12630,0
340,12671,0
341,12675,23
342,12681,0
343,12713,16
344,12719,0
345,12748,0
346,12766,0
347,12875,0
348,12892,0
349,12912,0
350,12930,0
351,12998,0
352,13084,15
353,13100,0
354,13139,0
355,13303,0
356,13322,0
357,13389,0
358,13450,8
359,13460,5
360,13489,0
361,13504,0
362,13512,0
363,13531,17
364,13562,0
365,13571,0
366,13630,0
367,13652,18
368,13723,0
369,13733,0
370,13776,0
371,13805,0
372,13848,30
373,13860,0
374,13962,0
375,13982,0
376,14043,0
377,14076,0
378,14120,0
379,14137,0
380,14152,9
381,14164,0
382,14266,0
383,14283,0
384,14320,21
385,14401,0
386,14404,0
387,14499,0
388,14526,0
389,14560,0
390,14561,0
391,14579,0
392,14594,0
393,14614,22
394,14636,0
395,14637,0
396,14638,0
397,14639,0
398,14672,0
399,14687,0
400,14712,0
401,14719,0
402,14721,0
403,14830,0
404,14831,0
405,14876,20
406,14880,0
407,14930,0
408,15025,0
409,15044,0
410,15046,5
411,15047,0
412,15052,0
413,15068,19
414,15090,0
415,15109,0
416,15118,0
417,15134,0
418,15197,0
419,15220,0
420,15224,40
421,15226,0
422,15240,0
423,15252,0
424,15389,0
425,15393,21
426,15401,5
427,15403,5
428,15428,0
429,15449,17
430,15450,0
431,15499,25
432,15500,0
433,15524,26
434,15528,0
435,15545,0
436,15556,30
437,15564,0
438,15575,0
439,15589,0
440,15590,0
441,15595,0
442,15623,0
443,15632,0
444,15645,4
445,15699,0
446,15706,0
447,15707,0
448,15723,0
449,15760,40
450,15792,25
451,15800,0
452,15809,0
453,15814,0
