,game_id,sc_count
0,633,0
1,1058,0
2,3561,0
3,3693,0
4,3713,0
5,3729,0
6,3760,0
7,4163,0
8,4243,0
9,4348,0
10,4779,0
11,4841,0
12,5050,0
13,5183,0
14,5380,0
15,5871,0
16,5886,0
17,8916,0
18,20494,0
19,20915,0
20,22121,0
21,22385,0
22,23411,0
23,24856,0
24,29205,0
25,32592,0
26,34242,0
27,38245,0
28,46246,0
29,46542,0
30,55260,0
31,61122,0
32,61418,0
33,62275,19
34,62280,0
35,62765,0
36,65285,0
37,66851,0
38,68700,0
39,69020,0
40,69986,0
41,71208,0
42,72161,0
43,73486,0
44,73606,0
45,75190,0
46,75778,0
47,76651,27
48,77259,0
49,77930,0
50,79712,0
51,80257,0
52,80535,0
53,81073,0
54,81134,0
55,81918,0
56,82105,0
57,82273,0
58,82323,0
59,82645,0
60,82764,0
61,82776,0
62,82935,0
63,83343,0
64,83775,0
65,83818,0
66,84010,0
67,84453,0
68,84579,0
69,85426,0
70,86629,0
71,86875,0
72,86969,0
73,86993,0
74,87049,0
75,87119,0
76,87128,0
77,87301,0
78,87367,0
79,87368,0
80,87459,0
81,88064,0
82,89169,0
83,89171,0
84,89579,0
85,90925,0
86,91347,0
87,92499,0
88,92815,0
89,93154,0
90,93374,0
91,93409,0
92,93412,0
93,94280,0
94,94300,0
95,94310,0
96,94515,0
97,95339,0
98,95347,0
99,95471,0
100,96045,0
101,96140,0
102,96417,0
103,96504,0
104,96743,0
105,96853,0
106,97228,0
107,97409,0
108,97413,0
109,97589,0
110,98004,0
111,98338,0
112,98455,0
113,98503,0
114,98691,0
115,98795,0
116,99354,0
117,99385,0
118,99390,0
119,99446,0
120,99496,0
121,99700,0
122,99702,0
123,99769,0
124,100284,0
125,100299,0
126,100477,0
127,100504,0
128,100522,0
129,100587,0
130,100672,0
131,100847,0
132,101390,0
133,101811,0
134,102518,0
135,103114,0
136,103961,0
137,104184,0
138,104208,0
139,104254,0
140,104266,0
141,104267,0
142,104930,0
143,105711,0
144,105720,0
145,105779,0
146,106261,0
147,106467,0
148,106661,0
149,107083,0
150,107523,0
151,107749,0
152,108036,0
153,108170,0
154,108183,0
155,108775,0
156,108780,0
157,109094,0
158,109525,0
159,109748,0
160,109799,0
161,110062,0
162,110064,0
163,111025,0
164,111210,0
165,111285,0
166,111313,0
167,111659,0
168,112542,0
169,112664,0
170,112853,0
171,112856,0
172,113353,0
173,113774,0
174,113822,0
175,114027,0
176,114543,0
177,114901,0
178,115203,0
179,115268,0
180,115729,0
181,116386,0
182,116388,0
183,117066,0
184,117263,0
185,117284,0
186,118011,0
187,118456,0
188,118485,0
189,118502,0
190,118503,0
191,118695,0
192,118916,0
193,119311,0
194,119820,0
195,120052,0
196,120292,0
197,120547,0
198,120636,0
199,120866,0
200,121102,0
201,121152,0
202,121371,0
203,121470,22
204,121491,0
205,121713,0
206,122190,0
207,122337,0
208,122403,0
209,124058,0
210,124215,0
211,124336,0
212,124422,0
213,124587,0
214,124814,0
215,125200,0
216,125335,0
217,125341,0
218,125395,0
219,125515,0
220,125692,0
221,125695,0
222,125700,0
223,126435,0
224,126487,0
225,126569,0
226,126676,0
227,126856,0
228,126864,0
229,126872,0
230,126932,0
231,127003,0
232,127295,0
233,127333,0
234,127765,0
235,127776,0
236,127919,0
237,127979,0
238,127980,0
239,128079,0
240,128087,0
241,128136,4
242,128646,0
243,128920,0
244,128925,0
245,128978,0
246,128997,0
247,128998,0
248,129608,0
249,129962,0
250,130092,0
251,130291,0
252,130608,0
253,131411,0
254,132388,1
255,132510,0
256,132550,0
257,132640,0
258,132863,0
259,132889,0
260,133038,0
261,133056,0
262,133151,0
263,133152,0
264,133401,0
265,133453,0
266,133454,0
267,133570,0
268,134265,0
269,134555,0
270,134582,0
271,134583,0
272,134766,0
273,134843,0
274,134910,0
275,134911,0
276,134984,0
277,135344,0
278,135363,0
279,135389,0
280,135429,0
281,135467,0
282,135498,0
283,135544,0
284,135573,0
285,135785,0
286,136012,0
287,136068,0
288,136115,0
289,136152,0
290,136157,0
291,136169,0
292,136191,0
293,136202,0
294,136203,0
295,136270,0
296,136277,0
297,136337,0
298,136338,0
299,136339,0
300,137072,0
301,137138,0
302,137214,0
303,137219,0
304,137262,0
305,137265,0
306,137302,43
307,137462,0
308,138154,0
309,138155,0
310,138156,0
311,138354,0
312,138679,0
313,138822,0
314,138870,0
315,139020,0
316,139110,0
317,139438,0
318,140008,0
319,140090,0
320,140091,0
321,140092,0
322,140093,0
323,140094,0
324,140095,0
325,140573,0
326,140604,0
327,140612,48
328,140613,0
329,140786,0
330,141094,0
331,141113,0
332,141115,0
333,141127,0
334,141140,0
335,141809,0
336,142024,0
337,142055,0
338,142115,0
339,142116,0
340,142205,0
341,142393,0
342,142469,0
343,142535,0
344,142755,0
345,142794,0
346,142952,0
347,142954,0
348,142992,0
349,143022,0
350,143045,0
351,143061,0
352,143063,0
353,143069,0
354,143126,0
355,143197,0
356,143276,0
357,143369,0
358,143409,0
359,143410,0
360,143581,7
361,143854,0
362,143927,0
363,143978,0
364,144059,0
365,144182,0
366,144225,0
367,144603,0
368,144763,0
369,144814,0
370,145191,0
371,145283,0
372,145492,0
373,145513,0
374,145597,0
375,145775,0
376,145822,0
377,145841,0
378,145888,0
379,145901,0
