,game_id,sc_count
0,368,0
1,581,0
2,587,30
3,1152,0
4,1749,0
5,2064,0
6,2182,10
7,2192,0
8,2483,0
9,2499,0
10,2536,0
11,2547,6
12,2606,0
13,2662,0
14,2760,0
15,2800,0
16,3227,0
17,3242,0
18,3253,0
19,3267,0
20,3488,0
21,3501,0
22,3520,0
23,3542,30
24,3543,20
25,3544,0
26,3545,0
27,3551,0
28,3570,17
29,3575,0
30,3615,7
31,3619,24
32,3624,0
33,3630,30
34,3632,0
35,3638,16
36,3680,10
37,3720,33
38,3769,0
39,3780,29
40,3781,0
41,3782,30
42,3795,0
43,3822,14
44,3825,30
45,3827,19
46,3829,17
47,3830,0
48,3835,0
49,3910,30
50,3919,20
51,3926,10
52,3927,0
53,3928,0
54,3934,3
55,3982,0
56,3988,9
57,4033,9
58,4091,0
59,4100,0
60,4183,0
61,4188,0
62,4194,16
63,4241,36
64,4306,0
65,4325,3
66,4353,0
67,4388,0
68,4456,4
69,4472,12
70,4514,0
71,4529,0
72,4530,20
73,4566,0
74,4593,3
75,4689,0
76,4692,30
77,4705,15
78,4706,0
79,4715,0
80,4739,4
81,4769,0
82,5003,0
83,5046,0
84,5051,0
85,5063,0
86,5069,35
87,5076,0
88,5080,14
89,5081,30
90,5082,21
91,5086,13
92,5089,0
93,5116,10
94,5149,0
95,5158,35
96,5159,0
97,5163,0
98,5164,0
99,5165,0
100,5181,0
101,5189,8
102,5190,0
103,5194,0
104,5211,50
105,5278,19
106,5279,30
107,5281,0
108,5314,0
109,5317,0
110,5327,0
111,5329,0
112,5342,0
113,5349,25
114,5350,4
115,5351,18
116,5352,0
117,5372,4
118,5393,0
119,5404,8
120,5406,0
121,5411,0
122,5456,0
123,5467,0
124,5504,0
125,5506,0
126,5512,0
127,5526,6
128,5531,15
129,5541,0
130,5545,0
131,5557,8
132,5563,0
133,5569,0
134,5579,4
135,5589,6
136,5594,0
137,5613,27
138,5639,0
139,5644,1
140,5673,50
141,5690,0
142,5724,26
143,5735,0
144,5746,0
145,5764,0
146,5775,13
147,5798,13
148,5805,9
149,5806,0
150,5820,0
151,5870,36
152,5898,9
153,5926,0
154,5948,16
155,5953,0
156,5956,37
157,5961,26
158,5971,12
159,5980,0
160,5987,0
161,5991,0
162,6016,0
163,6036,12
164,6037,0
165,6039,0
166,6043,19
167,6044,26
168,6049,0
169,6083,0
170,6087,0
171,6111,21
172,6143,0
173,6184,0
174,6192,30
175,6198,0
176,6217,39
177,6225,31
178,6228,11
179,6229,29
180,6230,38
181,6250,16
182,6264,0
183,6325,1
184,6329,0
185,6369,12
186,6398,0
187,6417,0
188,6419,0
189,6420,0
190,6429,0
191,6441,0
192,6453,0
193,6455,14
194,6458,33
195,6498,0
196,6663,0
197,6706,16
198,6763,12
199,6778,0
200,6782,30
201,6792,38
202,6806,0
203,6824,11
204,6826,30
205,6828,0
206,6836,0
207,6914,0
208,6995,16
209,6996,15
210,6997,0
211,7008,0
212,7034,0
213,7039,0
214,7043,0
215,7053,13
216,7058,20
217,7072,0
218,7167,0
219,7168,18
220,7179,26
221,7180,0
222,7188,0
223,7190,0
224,7207,3
225,7243,0
226,7267,0
227,7336,0
228,7341,40
229,7346,0
230,7351,19
231,7353,0
232,7366,32
233,7369,0
234,7380,0
235,7385,30
236,7399,0
237,7412,0
238,7419,0
239,7421,0
240,7431,5
241,7442,10
242,7458,0
243,7459,0
244,7479,7
245,7490,3
246,7496,0
247,7497,0
248,7498,18
249,7542,0
250,7566,0
251,7574,30
252,7576,27
253,7580,0
254,7607,2
255,7626,37
256,7627,0
257,7647,30
258,7648,11
259,7665,0
260,7667,16
261,7691,8
262,7714,0
263,7715,0
264,7716,33
265,7739,10
266,7741,0
267,7747,0
268,7770,0
269,7776,0
270,7780,24
271,7787,29
272,7790,0
273,7798,0
274,7804,1
275,7808,41
276,7811,0
277,7815,0
278,7819,0
279,7828,0
280,7831,30
281,7849,10
282,7902,0
283,7903,0
284,7904,0
285,7905,17
286,7917,15
287,8005,25
288,8006,21
289,8046,0
290,8153,0
291,8223,0
292,8241,30
293,8266,4
294,8274,0
295,8292,0
296,8339,0
297,8352,13
298,8363,21
299,8371,12
300,8472,22
301,8485,30
302,8521,0
303,8546,0
304,8574,0
305,8578,0
306,8587,0
307,8602,2
308,8628,0
309,8641,0
310,8654,0
311,8657,0
312,8681,0
313,8683,15
314,8684,0
315,8700,4
316,8701,26
317,8705,0
318,8706,39
319,8726,0
320,8742,0
321,8748,0
322,8767,0
323,8815,0
324,8892,1
325,8895,10
326,8896,18
327,8901,0
328,8931,0
329,8964,0
330,8988,0
331,8992,11
332,8993,0
333,9005,0
334,9023,0
335,9045,45
336,9050,22
337,9051,30
338,9141,15
339,9147,0
340,9182,0
341,9208,14
342,9211,0
343,9221,11
344,9224,34
345,9225,18
346,9230,1
347,9231,27
348,9232,0
349,9251,0
350,9254,0
351,9282,2
352,9289,0
353,9307,0
354,9324,40
355,9325,0
356,9326,0
357,9333,0
358,9346,0
359,9356,17
360,9367,0
361,9402,0
362,9403,2
363,9413,1
364,9418,0
365,9419,13
366,9481,0
367,9482,18
368,9486,0
369,9495,0
370,9511,30
371,9514,0
372,9549,0
373,9568,0
374,9578,0
375,9580,10
376,9614,30
377,9615,0
378,9635,0
379,9646,1
380,9647,0
381,9652,0
382,9657,0
383,9658,0
384,9659,0
385,9661,0
386,9662,0
387,9667,0
388,9669,0
389,9670,0
390,9671,25
391,9672,0
392,9699,0
393,9726,0
394,9729,0
395,9730,11
396,9731,0
397,9732,17
398,9787,25
399,9790,0
400,9824,31
401,9826,0
402,9859,17
403,9908,0
404,9936,0
405,9950,0
406,9971,0
407,9996,0
408,10012,7
409,10020,0
410,10021,15
411,10027,9
412,10030,9
413,10047,0
414,10076,0
415,10107,0
416,10124,0
417,10157,0
418,10160,21
419,10162,18
420,10163,25
421,10183,17
422,10184,8
423,10197,0
424,10200,17
425,10208,0
426,10209,30
427,10297,0
428,10298,0
429,10299,0
430,10301,0
431,10319,12
432,10324,0
433,10337,9
434,10359,0
435,10360,0
436,10383,0
437,10393,0
438,10395,0
439,10421,0
440,10423,14
441,10424,12
442,10425,0
443,10434,0
444,10453,9
445,10456,0
446,10457,0
447,10478,23
448,10499,0
449,10500,20
450,10519,11
451,10560,0
452,10584,0
453,10595,0
454,10626,0
455,10628,0
456,10665,0
457,10666,0
458,10671,0
459,10673,0
460,10684,9
461,10685,0
462,10700,0
463,10701,0
464,10708,30
465,10716,0
466,10742,0
467,10749,0
468,10751,0
469,10752,2
470,10753,0
471,10822,0
472,10839,0
473,10862,0
474,10863,0
475,10874,0
476,10877,0
477,10879,22
478,10880,0
479,10893,6
480,10894,0
481,10895,15
482,10908,0
483,10938,0
484,10958,0
485,10972,0
486,10978,0
487,11004,0
488,11019,9
489,11021,0
490,11106,0
491,11107,0
492,11132,0
493,11143,0
494,11164,22
495,11175,14
496,11185,5
497,11197,0
498,11205,12
499,11228,10
500,11234,0
501,11235,0
502,11247,0
503,11251,2
504,11289,0
505,11290,30
506,11291,6
507,11355,6
508,11358,0
509,11377,25
510,11382,0
511,11393,0
512,11461,20
513,11471,30
514,11487,0
515,11488,0
516,11512,0
517,11515,5
518,11564,4
519,11567,0
520,11590,0
521,11603,0
522,11647,42
523,11654,17
524,11685,4
525,11704,22
526,11731,30
527,11737,0
528,11739,0
529,11768,0
530,11785,0
531,11786,0
532,11803,0
533,11808,0
534,11813,6
535,11820,1
536,11835,2
537,11842,0
538,11856,0
539,11879,0
540,11885,0
541,11914,0
542,11966,0
543,11967,21
544,11972,1
545,11984,0
546,11999,17
547,12011,0
548,12012,0
549,12021,0
550,12025,0
551,12040,0
552,12106,0
553,12107,0
554,12140,4
555,12148,10
556,12193,0
557,12211,0
558,12245,0
559,12248,6
560,12259,10
561,12264,0
562,12342,0
563,12345,0
564,12392,0
565,12395,20
566,12409,29
567,12412,0
568,12415,0
569,12429,22
570,12430,13
571,12451,0
572,12464,33
573,12466,0
574,12467,0
575,12502,0
576,12511,0
577,12515,9
578,12520,0
579,12541,13
580,12549,28
581,12554,0
582,12570,0
583,12571,0
584,12572,0
585,12605,0
586,12607,23
587,12608,6
588,12609,0
589,12616,23
590,12630,0
591,12633,0
592,12668,42
593,12671,30
594,12681,0
595,12713,9
596,12754,0
597,12758,30
598,12766,0
599,12875,16
600,12892,0
601,12912,0
602,12916,43
603,12930,0
604,12998,0
605,13013,30
606,13084,0
607,13100,0
608,13139,0
609,13250,24
610,13260,0
611,13299,15
612,13303,26
613,13307,0
614,13312,0
615,13322,24
616,13350,0
617,13389,0
618,13442,0
619,13450,13
620,13459,20
621,13489,4
622,13501,0
623,13504,0
624,13512,1
625,13562,0
626,13589,5
627,13608,24
628,13630,22
629,13652,0
630,13660,4
631,13697,0
632,13723,0
633,13733,0
634,13776,30
635,13805,2
636,13848,0
637,13860,0
638,13912,30
639,13945,0
640,13962,3
641,13982,0
642,14022,4
643,14033,40
644,14035,0
645,14043,3
646,14049,7
647,14052,0
648,14073,0
649,14076,0
650,14139,0
651,14152,0
652,14159,0
653,14164,0
654,14179,0
655,14231,0
656,14260,4
657,14266,3
658,14283,0
659,14292,0
660,14358,5
661,14366,9
662,14371,0
663,14404,0
664,14482,0
665,14486,0
666,14487,0
667,14525,0
668,14526,0
669,14560,0
670,14561,0
671,14573,0
672,14574,0
673,14579,1
674,14594,0
675,14607,27
676,14614,1
677,14636,0
678,14637,0
679,14638,0
680,14639,0
681,14672,0
682,14712,1
683,14719,0
684,14721,0
685,14729,0
686,14730,0
687,14755,0
688,14756,29
689,14808,20
690,14830,18
691,14831,10
692,14880,0
693,14892,6
694,14903,0
695,14916,0
696,14917,0
697,14919,0
698,14924,14
699,14970,26
700,14987,1
701,15017,0
702,15025,0
703,15046,0
704,15047,0
705,15068,0
706,15070,5
707,15076,20
708,15095,17
709,15113,10
710,15118,0
711,15134,0
712,15180,48
713,15197,0
714,15220,36
715,15224,0
716,15226,0
717,15253,25
718,15259,28
719,15284,0
720,15313,0
721,15365,30
722,15389,0
723,15393,33
724,15401,30
725,15403,4
726,15428,0
727,15450,28
728,15495,0
729,15500,0
730,15528,0
731,15529,0
732,15575,0
733,15590,0
734,15595,0
735,15599,0
736,15600,0
737,15623,0
738,15632,0
739,15638,40
740,15641,0
741,15648,35
742,15658,0
743,15698,1
744,15699,22
745,15706,8
746,15707,0
747,15723,0
