,game_id,moby_url,title
0,48,https://www.mobygames.com/game/48/skate-or-die/,Skate or Die
1,80,https://www.mobygames.com/game/80/jumpman/,Jumpman
2,137,https://www.mobygames.com/game/137/galaxian/,Galaxian
3,138,https://www.mobygames.com/game/138/pac-man/,Pac-Man
4,139,https://www.mobygames.com/game/139/dig-dug/,Dig Dug
5,196,https://www.mobygames.com/game/196/prince-of-persia/,Prince of Persia
6,199,https://www.mobygames.com/game/199/golden-axe/,Golden Axe
7,243,https://www.mobygames.com/game/243/lode-runner/,Lode Runner
8,373,https://www.mobygames.com/game/373/earthworm-jim-2/,Earthworm Jim 2
9,411,https://www.mobygames.com/game/411/zaxxon/,Zaxxon
10,432,https://www.mobygames.com/game/432/volfied/,Volfied
11,467,https://www.mobygames.com/game/467/burgertime/,BurgerTime
12,574,https://www.mobygames.com/game/574/donkey-kong/,Donkey Kong
13,578,https://www.mobygames.com/game/578/pitstop-ii/,Pitstop II
14,580,https://www.mobygames.com/game/580/world-karate-championship/,World Karate Championship
15,582,https://www.mobygames.com/game/582/ghosts-n-goblins/,Ghosts 'N Goblins
16,787,https://www.mobygames.com/game/787/bubble-bobble/,Bubble Bobble
17,822,https://www.mobygames.com/game/822/a-train/,A-Train
18,848,https://www.mobygames.com/game/848/simcity/,SimCity
19,1010,https://www.mobygames.com/game/1010/sorcerian/,Sorcerian
20,1112,https://www.mobygames.com/game/1112/uridium/,Uridium
21,1199,https://www.mobygames.com/game/1199/freddi-fish-and-the-case-of-the-missing-kelp-seeds/,Freddi Fish and the Case of the Missing Kelp Seeds
22,1200,https://www.mobygames.com/game/1200/pajama-sam-no-need-to-hide-when-its-dark-outside/,Pajama Sam: No Need to Hide When It's Dark Outside
23,1208,https://www.mobygames.com/game/1208/summer-games-ii/,Summer Games II
24,1215,https://www.mobygames.com/game/1215/winter-games/,Winter Games
25,1217,https://www.mobygames.com/game/1217/world-games/,World Games
26,1334,https://www.mobygames.com/game/1334/mega-man-x/,Mega Man X
27,1423,https://www.mobygames.com/game/1423/the-last-ninja/,The Last Ninja
28,1425,https://www.mobygames.com/game/1425/crack-down/,Crack Down
29,1434,https://www.mobygames.com/game/1434/space-harrier/,Space Harrier
30,1436,https://www.mobygames.com/game/1436/last-ninja-2-back-with-a-vengeance/,Last Ninja 2: Back with a Vengeance
31,1531,https://www.mobygames.com/game/1531/fatal-fury-3-road-to-the-final-victory/,Fatal Fury 3: Road to the Final Victory
32,1558,https://www.mobygames.com/game/1558/mega-man-3/,Mega Man 3
33,1618,https://www.mobygames.com/game/1618/commando/,Commando
34,1823,https://www.mobygames.com/game/1823/california-games/,California Games
35,1835,https://www.mobygames.com/game/1835/simearth-the-living-planet/,SimEarth: The Living Planet
36,1839,https://www.mobygames.com/game/1839/double-dragon/,Double Dragon
37,1884,https://www.mobygames.com/game/1884/shinobi/,Shinobi
38,1904,https://www.mobygames.com/game/1904/new-horizons/,New Horizons
39,1927,https://www.mobygames.com/game/1927/genghis-khan-ii-clan-of-the-gray-wolf/,Genghis Khan II: Clan of the Gray Wolf
40,2019,https://www.mobygames.com/game/2019/altered-beast/,Altered Beast
41,2055,https://www.mobygames.com/game/2055/shanghai-ii-dragons-eye/,Shanghai II: Dragon's Eye
42,2062,https://www.mobygames.com/game/2062/castlevania/,Castlevania
43,2337,https://www.mobygames.com/game/2337/atlas/,Atlas
44,2399,https://www.mobygames.com/game/2399/pitfall-the-mayan-adventure/,Pitfall: The Mayan Adventure
45,2466,https://www.mobygames.com/game/2466/ninja-gaiden-ii-the-dark-sword-of-chaos/,Ninja Gaiden II: The Dark Sword of Chaos
46,2499,https://www.mobygames.com/game/2499/mdk-2/,MDK 2
47,2927,https://www.mobygames.com/game/2927/earthworm-jim/,Earthworm Jim
48,2964,https://www.mobygames.com/game/2964/impossible-mission-ii/,Impossible Mission II
49,3266,https://www.mobygames.com/game/3266/romance-of-the-three-kingdoms-iv-wall-of-fire/,Romance of the Three Kingdoms IV: Wall of Fire
50,3300,https://www.mobygames.com/game/3300/comix-zone/,Comix Zone
51,3343,https://www.mobygames.com/game/3343/super-hang-on/,Super Hang-On
52,3393,https://www.mobygames.com/game/3393/the-legend-of-zelda/,The Legend of Zelda
53,3475,https://www.mobygames.com/game/3475/operation-wolf/,Operation Wolf
54,3494,https://www.mobygames.com/game/3494/sonic-3d-blast/,Sonic 3D Blast
55,3533,https://www.mobygames.com/game/3533/super-mario-64/,Super Mario 64
56,3535,https://www.mobygames.com/game/3535/mario-kart-64/,Mario Kart 64
57,3536,https://www.mobygames.com/game/3536/star-fox-64/,Star Fox 64
58,3538,https://www.mobygames.com/game/3538/mario-golf/,Mario Golf
59,3540,https://www.mobygames.com/game/3540/yoshis-story/,Yoshi's Story
60,3541,https://www.mobygames.com/game/3541/wave-race-64-kawasaki-jet-ski/,Wave Race 64: Kawasaki Jet Ski
61,3546,https://www.mobygames.com/game/3546/super-smash-bros/,Super Smash Bros.
62,3548,https://www.mobygames.com/game/3548/mario-tennis/,Mario Tennis
63,3549,https://www.mobygames.com/game/3549/the-legend-of-zelda-ocarina-of-time/,The Legend of Zelda: Ocarina of Time
64,3550,https://www.mobygames.com/game/3550/the-legend-of-zelda-majoras-mask/,The Legend of Zelda: Majora's Mask
65,3587,https://www.mobygames.com/game/3587/cruisn-usa/,Cruis'n USA
66,3646,https://www.mobygames.com/game/3646/ogre-battle-64-person-of-lordly-caliber/,Ogre Battle 64: Person of Lordly Caliber
67,3706,https://www.mobygames.com/game/3706/street-fighter-alpha-2/,Street Fighter Alpha 2
68,3762,https://www.mobygames.com/game/3762/strider/,Strider
69,3871,https://www.mobygames.com/game/3871/forgotten-worlds/,Forgotten Worlds
70,3874,https://www.mobygames.com/game/3874/tower-toppler/,Tower Toppler
71,3930,https://www.mobygames.com/game/3930/championship-lode-runner/,Championship Lode Runner
72,4047,https://www.mobygames.com/game/4047/f-zero-x/,F-Zero X
73,4048,https://www.mobygames.com/game/4048/metal-slug-x/,Metal Slug X
74,4105,https://www.mobygames.com/game/4105/the-king-of-fighters-99-millennium-battle/,The King of Fighters '99: Millennium Battle
75,4110,https://www.mobygames.com/game/4110/samurai-shodown-ii/,Samurai Shodown II
76,4272,https://www.mobygames.com/game/4272/shanghai/,Shanghai
77,4279,https://www.mobygames.com/game/4279/tennis/,Tennis
78,4369,https://www.mobygames.com/game/4369/super-star-wars-return-of-the-jedi/,Super Star Wars: Return of the Jedi
79,4398,https://www.mobygames.com/game/4398/yoshis-cookie/,Yoshi's Cookie
80,4402,https://www.mobygames.com/game/4402/yoshi/,Yoshi
81,4501,https://www.mobygames.com/game/4501/chrono-trigger/,Chrono Trigger
82,4512,https://www.mobygames.com/game/4512/gradius/,Gradius
83,4516,https://www.mobygames.com/game/4516/baseball/,Baseball
84,4572,https://www.mobygames.com/game/4572/final-fantasy-ii/,Final Fantasy II
85,4620,https://www.mobygames.com/game/4620/metal-marines/,Metal Marines
86,4632,https://www.mobygames.com/game/4632/boulder-dash/,Boulder Dash
87,4681,https://www.mobygames.com/game/4681/pokemon-snap/,Pokémon Snap
88,4876,https://www.mobygames.com/game/4876/final-fantasy-v/,Final Fantasy V
89,5005,https://www.mobygames.com/game/5005/metal-slug-super-vehicle-001/,Metal Slug: Super Vehicle - 001
90,5016,https://www.mobygames.com/game/5016/the-king-of-fighters-96/,The King of Fighters '96
91,5027,https://www.mobygames.com/game/5027/the-king-of-fighters-97/,The King of Fighters '97
