,game_id,moby_url,title
0,576,https://www.mobygames.com/game/576/ms-pac-man/,Ms. Pac-Man
1,3520,https://www.mobygames.com/game/3520/myst-iii-exile/,Myst III: Exile
2,3545,https://www.mobygames.com/game/3545/star-wars-starfighter/,Star Wars: Starfighter
3,3680,https://www.mobygames.com/game/3680/marvel-vs-capcom-2/,Marvel vs. Capcom 2
4,3919,https://www.mobygames.com/game/3919/shadow-of-destiny/,Shadow of Destiny
5,3982,https://www.mobygames.com/game/3982/gauntlet-dark-legacy/,Gauntlet: Dark Legacy
6,4306,https://www.mobygames.com/game/4306/namco-museum/,Namco Museum
7,4529,https://www.mobygames.com/game/4529/max-payne/,Max Payne
8,5003,https://www.mobygames.com/game/5003/capcom-vs-snk-2-mark-of-the-millennium/,Capcom vs. SNK 2: Mark of the Millennium
9,5063,https://www.mobygames.com/game/5063/tetris-worlds/,Tetris Worlds
10,5069,https://www.mobygames.com/game/5069/silent-hill-2-restless-dreams/,Silent Hill 2: Restless Dreams
11,5082,https://www.mobygames.com/game/5082/spy-hunter/,Spy Hunter
12,5089,https://www.mobygames.com/game/5089/nhl-hitz-20-02/,NHL Hitz 20-02
13,5095,https://www.mobygames.com/game/5095/bejeweled-deluxe/,Bejeweled: Deluxe
14,5163,https://www.mobygames.com/game/5163/madden-nfl-2002/,Madden NFL 2002
15,5179,https://www.mobygames.com/game/5179/championship-manager-season-0102/,Championship Manager: Season 01/02
16,5181,https://www.mobygames.com/game/5181/commandos-2-men-of-courage/,Commandos 2: Men of Courage
17,5190,https://www.mobygames.com/game/5190/batman-vengeance/,Batman: Vengeance
18,5279,https://www.mobygames.com/game/5279/tony-hawks-pro-skater-3/,Tony Hawk's Pro Skater 3
19,5281,https://www.mobygames.com/game/5281/nba-live-2002/,NBA Live 2002
20,5314,https://www.mobygames.com/game/5314/nfl-blitz-20-02/,NFL Blitz 20-02
21,5327,https://www.mobygames.com/game/5327/ssx-tricky/,SSX Tricky
22,5368,https://www.mobygames.com/game/5368/halo-combat-evolved/,Halo: Combat Evolved
23,5369,https://www.mobygames.com/game/5369/oddworld-munchs-oddysee/,Oddworld: Munch's Oddysee
24,5370,https://www.mobygames.com/game/5370/nfl-fever-2002/,NFL Fever 2002
25,5371,https://www.mobygames.com/game/5371/dead-or-alive-3/,Dead or Alive 3
26,5372,https://www.mobygames.com/game/5372/dark-summit/,Dark Summit
27,5373,https://www.mobygames.com/game/5373/project-gotham-racing/,Project Gotham Racing
28,5377,https://www.mobygames.com/game/5377/tony-hawks-pro-skater-2x/,Tony Hawk's Pro Skater 2x
29,5405,https://www.mobygames.com/game/5405/shenmue-ii/,Shenmue II
30,5407,https://www.mobygames.com/game/5407/amped-freestyle-snowboarding/,Amped: Freestyle Snowboarding
31,5421,https://www.mobygames.com/game/5421/azurik-rise-of-perathia/,Azurik: Rise of Perathia
32,5526,https://www.mobygames.com/game/5526/rayman-arena/,Rayman Arena
33,5531,https://www.mobygames.com/game/5531/crash-bandicoot-the-wrath-of-cortex/,Crash Bandicoot: The Wrath of Cortex
34,5541,https://www.mobygames.com/game/5541/nhl-2002/,NHL 2002
35,5557,https://www.mobygames.com/game/5557/tom-clancys-ghost-recon/,Tom Clancy's Ghost Recon
36,5569,https://www.mobygames.com/game/5569/the-simpsons-road-rage/,The Simpsons: Road Rage
37,5574,https://www.mobygames.com/game/5574/blood-wake/,Blood Wake
38,5594,https://www.mobygames.com/game/5594/dave-mirra-freestyle-bmx-2/,Dave Mirra Freestyle BMX 2
39,5644,https://www.mobygames.com/game/5644/cel-damage/,Cel Damage
40,5677,https://www.mobygames.com/game/5677/rallisport-challenge/,RalliSport Challenge
41,5704,https://www.mobygames.com/game/5704/star-wars-obi-wan/,Star Wars: Obi-Wan
42,5746,https://www.mobygames.com/game/5746/f1-2001/,F1 2001
43,5767,https://www.mobygames.com/game/5767/wreckless-the-yakuza-missions/,Wreckless: The Yakuza Missions
44,5775,https://www.mobygames.com/game/5775/dynasty-warriors-3/,Dynasty Warriors 3
45,5797,https://www.mobygames.com/game/5797/nba-inside-drive-2002/,NBA Inside Drive 2002
46,5798,https://www.mobygames.com/game/5798/007-agent-under-fire/,007: Agent Under Fire
47,5805,https://www.mobygames.com/game/5805/baldurs-gate-dark-alliance/,Baldur's Gate: Dark Alliance
48,5856,https://www.mobygames.com/game/5856/jsrf-jet-set-radio-future/,JSRF: Jet Set Radio Future
49,5867,https://www.mobygames.com/game/5867/ultimate-fighting-championship-tapout/,Ultimate Fighting Championship: Tapout
50,5956,https://www.mobygames.com/game/5956/pirates-the-legend-of-black-kat/,Pirates: The Legend of Black Kat
51,5971,https://www.mobygames.com/game/5971/state-of-emergency/,State of Emergency
52,6039,https://www.mobygames.com/game/6039/sega-soccer-slam/,Sega Soccer Slam
53,6049,https://www.mobygames.com/game/6049/pac-man-world-2/,Pac-Man World 2
54,6073,https://www.mobygames.com/game/6073/star-wars-jedi-knight-ii-jedi-outcast/,Star Wars: Jedi Knight II - Jedi Outcast
55,6083,https://www.mobygames.com/game/6083/the-legacy-of-kain-series-blood-omen-2/,The Legacy of Kain Series: Blood Omen 2
56,6115,https://www.mobygames.com/game/6115/new-legends/,New Legends
57,6217,https://www.mobygames.com/game/6217/spider-man/,Spider-Man
58,6250,https://www.mobygames.com/game/6250/star-wars-jedi-starfighter/,Star Wars: Jedi Starfighter
59,6260,https://www.mobygames.com/game/6260/rollercoaster-tycoon-gold-edition/,RollerCoaster Tycoon: Gold Edition
60,6280,https://www.mobygames.com/game/6280/the-elder-scrolls-iii-morrowind/,The Elder Scrolls III: Morrowind
61,6307,https://www.mobygames.com/game/6307/mad-dash-racing/,Mad Dash Racing
62,6329,https://www.mobygames.com/game/6329/redcard-20-03/,RedCard 20-03
63,6417,https://www.mobygames.com/game/6417/burnout/,Burnout
64,6419,https://www.mobygames.com/game/6419/all-star-baseball-2003/,All-Star Baseball 2003
65,6428,https://www.mobygames.com/game/6428/soldier-of-fortune-ii-double-helix/,Soldier of Fortune II: Double Helix
66,6498,https://www.mobygames.com/game/6498/2002-fifa-world-cup/,2002 FIFA World Cup
67,6557,https://www.mobygames.com/game/6557/world-series-baseball/,World Series Baseball
68,6706,https://www.mobygames.com/game/6706/outlaw-golf/,Outlaw Golf
69,6788,https://www.mobygames.com/game/6788/hunter-the-reckoning/,Hunter: The Reckoning
70,6826,https://www.mobygames.com/game/6826/medal-of-honor-frontline/,Medal of Honor: Frontline
71,6828,https://www.mobygames.com/game/6828/syberia/,Syberia
72,6836,https://www.mobygames.com/game/6836/mlb-slugfest-20-03/,MLB SlugFest 20-03
73,6913,https://www.mobygames.com/game/6913/bruce-lee-quest-of-the-dragon/,Bruce Lee: Quest of the Dragon
74,6914,https://www.mobygames.com/game/6914/legends-of-wrestling/,Legends of Wrestling
75,6915,https://www.mobygames.com/game/6915/nightcaster-defeat-the-darkness/,Nightcaster: Defeat the Darkness
76,6916,https://www.mobygames.com/game/6916/fuzion-frenzy/,Fuzion Frenzy
77,6920,https://www.mobygames.com/game/6920/wwf-raw/,WWF Raw
78,6995,https://www.mobygames.com/game/6995/aggressive-inline/,Aggressive Inline
79,7008,https://www.mobygames.com/game/7008/mike-tyson-heavyweight-boxing/,Mike Tyson Heavyweight Boxing
80,7033,https://www.mobygames.com/game/7033/crazy-taxi-3-high-roller/,Crazy Taxi 3: High Roller
81,7034,https://www.mobygames.com/game/7034/v-rally-3/,V-Rally 3
