,game_id,moby_url,title
0,1,https://www.mobygames.com/game/1/the-x-files-game/,The X-Files Game
1,15,https://www.mobygames.com/game/15/sid-meiers-civilization-ii/,Sid Meier's Civilization II
2,27,https://www.mobygames.com/game/27/the-three-stooges/,The Three Stooges
3,96,https://www.mobygames.com/game/96/quarantine/,Quarantine
4,106,https://www.mobygames.com/game/106/mechwarrior-2-31st-century-combat/,MechWarrior 2: 31st Century Combat
5,117,https://www.mobygames.com/game/117/forsaken/,Forsaken
6,121,https://www.mobygames.com/game/121/motorhead/,Motorhead
7,127,https://www.mobygames.com/game/127/moto-racer/,Moto Racer
8,184,https://www.mobygames.com/game/184/discworld/,Discworld
9,200,https://www.mobygames.com/game/200/master-of-magic/,Master of Magic
10,238,https://www.mobygames.com/game/238/railroad-tycoon-ii/,Railroad Tycoon II
11,262,https://www.mobygames.com/game/262/heart-of-darkness/,Heart of Darkness
12,271,https://www.mobygames.com/game/271/novastorm/,Novastorm
13,278,https://www.mobygames.com/game/278/extreme-pinball/,Extreme Pinball
14,286,https://www.mobygames.com/game/286/nhl-99/,NHL 99
15,302,https://www.mobygames.com/game/302/dark-seed/,Dark Seed
16,308,https://www.mobygames.com/game/308/battle-bugs/,Battle Bugs
17,309,https://www.mobygames.com/game/309/driver/,Driver
18,310,https://www.mobygames.com/game/310/test-drive-5/,Test Drive 5
19,312,https://www.mobygames.com/game/312/simtower-the-vertical-empire/,SimTower: The Vertical Empire
20,326,https://www.mobygames.com/game/326/world-cup-98/,World Cup 98
21,339,https://www.mobygames.com/game/339/diablo/,Diablo
22,340,https://www.mobygames.com/game/340/worms/,Worms
23,342,https://www.mobygames.com/game/342/time-commando/,Time Commando
24,343,https://www.mobygames.com/game/343/wing-commander-iv-the-price-of-freedom/,Wing Commander IV: The Price of Freedom
25,344,https://www.mobygames.com/game/344/mdk/,MDK
26,346,https://www.mobygames.com/game/346/z/,Z
27,348,https://www.mobygames.com/game/348/tomb-raider/,Tomb Raider
28,365,https://www.mobygames.com/game/365/duke-nukem-3d/,Duke Nukem 3D
29,369,https://www.mobygames.com/game/369/re-volt/,Re-Volt
30,373,https://www.mobygames.com/game/373/earthworm-jim-2/,Earthworm Jim 2
31,376,https://www.mobygames.com/game/376/prisoner-of-ice/,Prisoner of Ice
32,385,https://www.mobygames.com/game/385/shadow-man/,Shadow Man
33,405,https://www.mobygames.com/game/405/quake-ii/,Quake II
34,417,https://www.mobygames.com/game/417/grand-theft-auto/,Grand Theft Auto
35,468,https://www.mobygames.com/game/468/fifa-soccer-96/,FIFA Soccer 96
36,485,https://www.mobygames.com/game/485/command-conquer-red-alert/,Command & Conquer: Red Alert
37,487,https://www.mobygames.com/game/487/tomb-raider-ii/,Tomb Raider II
38,499,https://www.mobygames.com/game/499/circle-of-blood/,Circle of Blood
39,500,https://www.mobygames.com/game/500/star-wars-dark-forces/,Star Wars: Dark Forces
40,521,https://www.mobygames.com/game/521/x-com-ufo-defense/,X-COM: UFO Defense
41,529,https://www.mobygames.com/game/529/soccer-kid/,Soccer Kid
42,542,https://www.mobygames.com/game/542/nuclear-strike/,Nuclear Strike
43,543,https://www.mobygames.com/game/543/x-com-terror-from-the-deep/,X-COM: Terror from the Deep
44,551,https://www.mobygames.com/game/551/syndicate-wars/,Syndicate Wars
45,565,https://www.mobygames.com/game/565/destruction-derby/,Destruction Derby
46,566,https://www.mobygames.com/game/566/grand-theft-auto-mission-pack-1-london-1969/,Grand Theft Auto: Mission Pack #1 - London 1969
47,571,https://www.mobygames.com/game/571/pinball-fantasies/,Pinball Fantasies
48,581,https://www.mobygames.com/game/581/james-pond-2-codename-robocod/,James Pond 2: Codename: RoboCod
49,585,https://www.mobygames.com/game/585/sid-meiers-civilization/,Sid Meier's Civilization
50,591,https://www.mobygames.com/game/591/darkstone/,Darkstone
51,600,https://www.mobygames.com/game/600/mortal-kombat-ii/,Mortal Kombat II
52,601,https://www.mobygames.com/game/601/mortal-kombat-3/,Mortal Kombat 3
53,622,https://www.mobygames.com/game/622/asteroids/,Asteroids
54,623,https://www.mobygames.com/game/623/space-invaders/,Space Invaders
55,629,https://www.mobygames.com/game/629/micro-machines-v3/,Micro Machines V3
56,633,https://www.mobygames.com/game/633/worms-armageddon/,Worms: Armageddon
57,636,https://www.mobygames.com/game/636/need-for-speed-iii-hot-pursuit/,Need for Speed III: Hot Pursuit
58,643,https://www.mobygames.com/game/643/the-hive/,The Hive
59,657,https://www.mobygames.com/game/657/simcity-2000/,SimCity 2000
60,664,https://www.mobygames.com/game/664/creatures/,Creatures
61,666,https://www.mobygames.com/game/666/populous-the-beginning/,Populous: The Beginning
62,667,https://www.mobygames.com/game/667/ian-livingstones-deathtrap-dungeon/,Ian Livingstone's Deathtrap Dungeon
63,672,https://www.mobygames.com/game/672/die-hard-trilogy/,Die Hard Trilogy
64,674,https://www.mobygames.com/game/674/theme-hospital/,Theme Hospital
