0.7520, 0.7320, 0.7418, 0.7451, 0.7369
0.8271, 0.8137, 0.8268, 0.8203, 0.8284
0.7325, 0.7173, 0.7288, 0.7092, 0.7157
0.7732, 0.7124, 0.7386, 0.8056, 0.7402
0.8271, 0.7925, 0.8056, 0.8268, 0.8072
