0.7854, 0.7791, 0.7881, 0.7701, 0.7791
0.8465, 0.8433, 0.8716, 0.8134, 0.8448
0.7407, 0.7522, 0.7791, 0.7134, 0.7075
0.8137, 0.7910, 0.7836, 0.7806, 0.7955
0.8435, 0.8358, 0.8731, 
