0.5720, 0.5593, 0.5852, 0.5926, 0.5481
0.6863, 0.6296, 0.6519, 0.6630, 0.6593
0.5203, 0.5778, 0.6370, 0.5963, 0.6000
0.5978, 0.5926, 0.6556, 0.6481, 0.6000
0.6310, 0.6000, 0.6407, 0.6926, 0.6852
