0.6372, 0.5837, 0.6783, 0.6760, 0.6853
0.7581, 0.7349, 0.7716, 0.7483, 0.7436
0.6140, 0.6000, 0.6690, 0.6597, 0.6317
0.6256, 0.7093, 0.6667, 0.7016, 0.6643
0.7372, 0.7326, 0.7436, 0.7739, 0.7296
