0.6988, 0.6852, 0.7191, 0.7041, 0.6791
0.7282, 0.7339, 0.7758, 0.7744, 0.7347
0.6670, 0.6569, 0.6716, 0.7018, 0.6667
0.6535, 0.6954, 0.6920, 0.7041, 0.6757
0.7067, 0.7225, 0.7769, 0.7902, 0.7302
