0.8837, 0.9093, 0.8930, 0.8998, 0.8765
0.8767, 0.9000, 0.9023, 0.8974, 0.8741
0.8698, 0.8930, 0.8930, 0.8951, 0.8951
0.9093, 0.8977, 0.8698, 0.8998, 0.8834
